s transe;p transe;o transe;head rank transe;tail rank transe;s conve;p conve;o conve;head rank conve;tail rank conve;s complex;p complex;o complex;head rank complex;tail rank complex
philip_iv_of_france;predecessor;philip_iii_of_france;159;15;philip_iv_of_france;predecessor;philip_iii_of_france;1;1;philip_iv_of_france;predecessor;philip_iii_of_france;1;1
eleanor_of_castile;predecessor;joan_countess_of_ponthieu;195;20;eleanor_of_castile;predecessor;joan_countess_of_ponthieu;3;1;eleanor_of_castile;predecessor;joan_countess_of_ponthieu;1;1
henry_vi_of_england;predecessor;edward_iv_of_england;29;50;henry_vi_of_england;predecessor;edward_iv_of_england;1;1;henry_vi_of_england;predecessor;edward_iv_of_england;1;1
henri_count_of_chambord;predecessor;charles_x;515;51;henri_count_of_chambord;predecessor;charles_x;3;3;henri_count_of_chambord;predecessor;charles_x;1;1
louis_ix_of_france;predecessor;louis_viii_of_france;22;56;louis_ix_of_france;predecessor;louis_viii_of_france;1;1;louis_ix_of_france;predecessor;louis_viii_of_france;1;1
alfonso_ii_of_aragon;predecessor;petronilla_of_aragon;12;57;alfonso_ii_of_aragon;predecessor;petronilla_of_aragon;1;2;alfonso_ii_of_aragon;predecessor;petronilla_of_aragon;1;1
louis_antoine_duke_of_angoul_me;predecessor;charles_x;909;60;louis_antoine_duke_of_angoul_me;predecessor;charles_x;2;1;louis_antoine_duke_of_angoul_me;predecessor;charles_x;1;1
joanna_of_castile;predecessor;ferdinand_ii_of_aragon;210;97;joanna_of_castile;predecessor;ferdinand_ii_of_aragon;1;1;joanna_of_castile;predecessor;ferdinand_ii_of_aragon;1;1
otto_iv_count_of_burgundy;predecessor;adelaide_countess_of_burgundy;307;106;otto_iv_count_of_burgundy;predecessor;adelaide_countess_of_burgundy;1;2;otto_iv_count_of_burgundy;predecessor;adelaide_countess_of_burgundy;1;1
peter_i_duke_of_brittany;predecessor;alix_duchess_of_brittany;729;108;peter_i_duke_of_brittany;predecessor;alix_duchess_of_brittany;1;1;peter_i_duke_of_brittany;predecessor;alix_duchess_of_brittany;1;1
louis_xvii;predecessor;louis_xvi;866;123;louis_xvii;predecessor;louis_xvi;1;1;louis_xvii;predecessor;louis_xvi;1;1
henry_ii_of_castile;predecessor;peter_of_castile;66;152;henry_ii_of_castile;predecessor;peter_of_castile;2;3;henry_ii_of_castile;predecessor;peter_of_castile;1;1
philip_iii_of_navarre;predecessor;charles_iv_of_france;260;190;philip_iii_of_navarre;predecessor;charles_iv_of_france;2;1;philip_iii_of_navarre;predecessor;charles_iv_of_france;1;1
theudoald;predecessor;pepin_of_herstal;1561;219;theudoald;predecessor;pepin_of_herstal;1;1;theudoald;predecessor;pepin_of_herstal;1;1
louis_duke_of_savoy;predecessor;amadeus_viii_duke_of_savoy;221;232;louis_duke_of_savoy;predecessor;amadeus_viii_duke_of_savoy;1;1;louis_duke_of_savoy;predecessor;amadeus_viii_duke_of_savoy;1;1
carloman_of_bavaria;predecessor;louis_the_german;1351;236;carloman_of_bavaria;predecessor;louis_the_german;3;2;carloman_of_bavaria;predecessor;louis_the_german;1;1
louis_the_younger;predecessor;louis_the_german;1706;240;louis_the_younger;predecessor;louis_the_german;3;1;louis_the_younger;predecessor;louis_the_german;1;1
francis_i_holy_roman_emperor;predecessor;maria_theresa;35;243;francis_i_holy_roman_emperor;predecessor;maria_theresa;4;11;francis_i_holy_roman_emperor;predecessor;maria_theresa;16;5
francis_iv_duke_of_modena;predecessor;ercole_iii_d_este_duke_of_modena;216;261;francis_iv_duke_of_modena;predecessor;ercole_iii_d_este_duke_of_modena;1;3;francis_iv_duke_of_modena;predecessor;ercole_iii_d_este_duke_of_modena;1;1
afonso_iii_of_portugal;predecessor;sancho_ii_of_portugal;284;330;afonso_iii_of_portugal;predecessor;sancho_ii_of_portugal;1;3;afonso_iii_of_portugal;predecessor;sancho_ii_of_portugal;1;1
philip_v_of_france;predecessor;john_i_of_france;306;336;philip_v_of_france;predecessor;john_i_of_france;3;4;philip_v_of_france;predecessor;john_i_of_france;1;1
manuel_i_of_portugal;predecessor;john_ii_of_portugal;164;348;manuel_i_of_portugal;predecessor;john_ii_of_portugal;2;2;manuel_i_of_portugal;predecessor;john_ii_of_portugal;1;1
charles_iv_holy_roman_emperor;predecessor;john_of_bohemia;487;404;charles_iv_holy_roman_emperor;predecessor;john_of_bohemia;2;1;charles_iv_holy_roman_emperor;predecessor;john_of_bohemia;1;1
sancho_i_of_portugal;predecessor;afonso_i_of_portugal;692;436;sancho_i_of_portugal;predecessor;afonso_i_of_portugal;3;3;sancho_i_of_portugal;predecessor;afonso_i_of_portugal;1;1
mary_queen_of_scots;predecessor;james_v_of_scotland;389;445;mary_queen_of_scots;predecessor;james_v_of_scotland;1;1;mary_queen_of_scots;predecessor;james_v_of_scotland;1;1
rudolf_ii_holy_roman_emperor;predecessor;maximilian_ii_holy_roman_emperor;757;474;rudolf_ii_holy_roman_emperor;predecessor;maximilian_ii_holy_roman_emperor;1;1;rudolf_ii_holy_roman_emperor;predecessor;maximilian_ii_holy_roman_emperor;1;1
antoine_duke_of_lorraine;predecessor;ren__ii_duke_of_lorraine;114;475;antoine_duke_of_lorraine;predecessor;ren__ii_duke_of_lorraine;1;1;antoine_duke_of_lorraine;predecessor;ren__ii_duke_of_lorraine;1;1
francis_hyacinth_duke_of_savoy;predecessor;victor_amadeus_i_duke_of_savoy;2291;502;francis_hyacinth_duke_of_savoy;predecessor;victor_amadeus_i_duke_of_savoy;3;2;francis_hyacinth_duke_of_savoy;predecessor;victor_amadeus_i_duke_of_savoy;1;1
eleanor_of_aquitaine;predecessor;william_x_duke_of_aquitaine;77;506;eleanor_of_aquitaine;predecessor;william_x_duke_of_aquitaine;1;2;eleanor_of_aquitaine;predecessor;william_x_duke_of_aquitaine;1;1
joseph_ii_holy_roman_emperor;predecessor;maria_theresa;931;565;joseph_ii_holy_roman_emperor;predecessor;maria_theresa;4;2;joseph_ii_holy_roman_emperor;predecessor;maria_theresa;1;1
maximilian_sforza;predecessor;louis_xii;2371;592;maximilian_sforza;predecessor;louis_xii;2;1;maximilian_sforza;predecessor;louis_xii;1;1
sviatopolk_i_of_kiev;predecessor;vladimir_the_great;1777;655;sviatopolk_i_of_kiev;predecessor;vladimir_the_great;2;2;sviatopolk_i_of_kiev;predecessor;vladimir_the_great;1;1
ferdinand_iii_grand_duke_of_tuscany;predecessor;leopold_ii_holy_roman_emperor;2129;761;ferdinand_iii_grand_duke_of_tuscany;predecessor;leopold_ii_holy_roman_emperor;8;1;ferdinand_iii_grand_duke_of_tuscany;predecessor;leopold_ii_holy_roman_emperor;2;1
rudolph_of_france;predecessor;robert_i_of_france;1261;788;rudolph_of_france;predecessor;robert_i_of_france;1;1;rudolph_of_france;predecessor;robert_i_of_france;1;1
agnes_of_burgundy_duchess_of_bourbon;predecessor;marie_duchess_of_auvergne;586;872;agnes_of_burgundy_duchess_of_bourbon;predecessor;marie_duchess_of_auvergne;1;2;agnes_of_burgundy_duchess_of_bourbon;predecessor;marie_duchess_of_auvergne;1;1
francis_ii_duke_of_brittany;predecessor;arthur_iii_duke_of_brittany;130;1040;francis_ii_duke_of_brittany;predecessor;arthur_iii_duke_of_brittany;2;1;francis_ii_duke_of_brittany;predecessor;arthur_iii_duke_of_brittany;1;1
henry_the_fowler;predecessor;otto_i_duke_of_saxony;1122;1172;henry_the_fowler;predecessor;otto_i_duke_of_saxony;2535;2528;henry_the_fowler;predecessor;otto_i_duke_of_saxony;1;3
jeanne_d_albret;predecessor;henry_ii_of_navarre;8;1202;jeanne_d_albret;predecessor;henry_ii_of_navarre;1;1;jeanne_d_albret;predecessor;henry_ii_of_navarre;1;1
frederick_iii_duke_of_lorraine;predecessor;matthias_ii_duke_of_lorraine;134;1286;frederick_iii_duke_of_lorraine;predecessor;matthias_ii_duke_of_lorraine;2;3;frederick_iii_duke_of_lorraine;predecessor;matthias_ii_duke_of_lorraine;1;1
ramon_berenguer_iv_count_of_provence;predecessor;alfonso_ii_count_of_provence;180;1320;ramon_berenguer_iv_count_of_provence;predecessor;alfonso_ii_count_of_provence;3;10;ramon_berenguer_iv_count_of_provence;predecessor;alfonso_ii_count_of_provence;1;1
adolphus_frederick_iii_duke_of_mecklenburg_strelitz;predecessor;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;2198;1330;adolphus_frederick_iii_duke_of_mecklenburg_strelitz;predecessor;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;5;1;adolphus_frederick_iii_duke_of_mecklenburg_strelitz;predecessor;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;2;1
antoine_of_navarre;predecessor;henry_ii_of_navarre;313;1414;antoine_of_navarre;predecessor;henry_ii_of_navarre;257;45;antoine_of_navarre;predecessor;henry_ii_of_navarre;1;2
robert_ii_count_of_dreux;predecessor;agnes_de_baudemont;103;1475;robert_ii_count_of_dreux;predecessor;agnes_de_baudemont;1;2;robert_ii_count_of_dreux;predecessor;agnes_de_baudemont;1;1
philip_ii_duke_of_savoy;predecessor;charles_ii_duke_of_savoy;1309;1760;philip_ii_duke_of_savoy;predecessor;charles_ii_duke_of_savoy;1871;1084;philip_ii_duke_of_savoy;predecessor;charles_ii_duke_of_savoy;1318;2164
albert_i_of_germany;predecessor;adolf_king_of_the_romans;409;2168;albert_i_of_germany;predecessor;adolf_king_of_the_romans;736;613;albert_i_of_germany;predecessor;adolf_king_of_the_romans;2;13
judith_of_bavaria_died_843;sibling;hemma;217;8;judith_of_bavaria_died_843;sibling;hemma;1;1;judith_of_bavaria_died_843;sibling;hemma;1;1
judith_of_habsburg;sibling;albert_i_of_germany;1482;28;judith_of_habsburg;sibling;albert_i_of_germany;39;1;judith_of_habsburg;sibling;albert_i_of_germany;4;2
joan_of_valois_countess_of_hainaut;sibling;philip_vi_of_france;431;29;joan_of_valois_countess_of_hainaut;sibling;philip_vi_of_france;1;1;joan_of_valois_countess_of_hainaut;sibling;philip_vi_of_france;1;1
bona_of_savoy;sibling;charlotte_of_savoy;15;35;bona_of_savoy;sibling;charlotte_of_savoy;1;1;bona_of_savoy;sibling;charlotte_of_savoy;1;1
joanna_of_austria_grand_duchess_of_tuscany;sibling;maria_of_austria_duchess_of_j_lich_cleves_berg;883;44;joanna_of_austria_grand_duchess_of_tuscany;sibling;maria_of_austria_duchess_of_j_lich_cleves_berg;2;1;joanna_of_austria_grand_duchess_of_tuscany;sibling;maria_of_austria_duchess_of_j_lich_cleves_berg;1;1
philip_the_good;sibling;mary_of_burgundy_duchess_of_cleves;24;75;philip_the_good;sibling;mary_of_burgundy_duchess_of_cleves;1;2;philip_the_good;sibling;mary_of_burgundy_duchess_of_cleves;1;1
adelaide_of_burgundy_duchess_of_brabant;sibling;robert_ii_duke_of_burgundy;99;91;adelaide_of_burgundy_duchess_of_brabant;sibling;robert_ii_duke_of_burgundy;4;4;adelaide_of_burgundy_duchess_of_brabant;sibling;robert_ii_duke_of_burgundy;1;1
philip_iii_of_france;sibling;agnes_of_france_duchess_of_burgundy;170;121;philip_iii_of_france;sibling;agnes_of_france_duchess_of_burgundy;9;5;philip_iii_of_france;sibling;agnes_of_france_duchess_of_burgundy;1;1
odo_iv_duke_of_burgundy;sibling;joan_the_lame;144;126;odo_iv_duke_of_burgundy;sibling;joan_the_lame;1;2;odo_iv_duke_of_burgundy;sibling;joan_the_lame;1;1
joanna_of_austria_grand_duchess_of_tuscany;sibling;archduchess_anna_of_austria;1051;178;joanna_of_austria_grand_duchess_of_tuscany;sibling;archduchess_anna_of_austria;2;1;joanna_of_austria_grand_duchess_of_tuscany;sibling;archduchess_anna_of_austria;1;1
ferdinand_karl_archduke_of_austria_este;sibling;leopold_ii_holy_roman_emperor;56;234;ferdinand_karl_archduke_of_austria_este;sibling;leopold_ii_holy_roman_emperor;1;1;ferdinand_karl_archduke_of_austria_este;sibling;leopold_ii_holy_roman_emperor;1;1
louis_xiii;sibling;elisabeth_of_france_1602_1644;11;256;louis_xiii;sibling;elisabeth_of_france_1602_1644;1;1;louis_xiii;sibling;elisabeth_of_france_1602_1644;1;1
alfonso_x_of_castile;sibling;eleanor_of_castile;518;276;alfonso_x_of_castile;sibling;eleanor_of_castile;1;4;alfonso_x_of_castile;sibling;eleanor_of_castile;1;1
francis_ii_holy_roman_emperor;sibling;archduchess_maria_clementina_of_austria;764;323;francis_ii_holy_roman_emperor;sibling;archduchess_maria_clementina_of_austria;1021;1795;francis_ii_holy_roman_emperor;sibling;archduchess_maria_clementina_of_austria;3;4
eleanor_of_portugal_holy_roman_empress;sibling;ferdinand_duke_of_viseu;353;366;eleanor_of_portugal_holy_roman_empress;sibling;ferdinand_duke_of_viseu;5;10;eleanor_of_portugal_holy_roman_empress;sibling;ferdinand_duke_of_viseu;2;2
charles_v_holy_roman_emperor;sibling;ferdinand_i_holy_roman_emperor;116;387;charles_v_holy_roman_emperor;sibling;ferdinand_i_holy_roman_emperor;5;2;charles_v_holy_roman_emperor;sibling;ferdinand_i_holy_roman_emperor;1;1
sibylla_of_anjou;sibling;geoffrey_plantagenet_count_of_anjou;147;429;sibylla_of_anjou;sibling;geoffrey_plantagenet_count_of_anjou;1;1;sibylla_of_anjou;sibling;geoffrey_plantagenet_count_of_anjou;1;1
charles_count_of_valois;sibling;philip_iv_of_france;89;466;charles_count_of_valois;sibling;philip_iv_of_france;6;4;charles_count_of_valois;sibling;philip_iv_of_france;1;1
ferdinand_duke_of_viseu;sibling;eleanor_of_portugal_holy_roman_empress;297;539;ferdinand_duke_of_viseu;sibling;eleanor_of_portugal_holy_roman_empress;9;5;ferdinand_duke_of_viseu;sibling;eleanor_of_portugal_holy_roman_empress;2;2
francis_i_of_france;sibling;margaret_of_valois_angoul_me;28;567;francis_i_of_france;sibling;margaret_of_valois_angoul_me;3;2;francis_i_of_france;sibling;margaret_of_valois_angoul_me;1;1
louis_count_of__vreux;sibling;philip_iv_of_france;829;647;louis_count_of__vreux;sibling;philip_iv_of_france;6;5;louis_count_of__vreux;sibling;philip_iv_of_france;1;1
john_i_of_portugal;sibling;beatrice_of_portugal_died_1381;1166;819;john_i_of_portugal;sibling;beatrice_of_portugal_died_1381;3;1;john_i_of_portugal;sibling;beatrice_of_portugal_died_1381;1;1
ferdinand_duke_of_viseu;sibling;afonso_v_of_portugal;384;838;ferdinand_duke_of_viseu;sibling;afonso_v_of_portugal;2;1;ferdinand_duke_of_viseu;sibling;afonso_v_of_portugal;1;1
archduchess_maria_clementina_of_austria;sibling;francis_ii_holy_roman_emperor;247;854;archduchess_maria_clementina_of_austria;sibling;francis_ii_holy_roman_emperor;1670;1005;archduchess_maria_clementina_of_austria;sibling;francis_ii_holy_roman_emperor;4;3
joan_fitzalan_countess_of_hereford;sibling;alice_holland_countess_of_kent;1046;878;joan_fitzalan_countess_of_hereford;sibling;alice_holland_countess_of_kent;2;1;joan_fitzalan_countess_of_hereford;sibling;alice_holland_countess_of_kent;1;1
mary_of_burgundy_duchess_of_cleves;sibling;agnes_of_burgundy_duchess_of_bourbon;1030;902;mary_of_burgundy_duchess_of_cleves;sibling;agnes_of_burgundy_duchess_of_bourbon;2;1;mary_of_burgundy_duchess_of_cleves;sibling;agnes_of_burgundy_duchess_of_bourbon;1;1
philip_iv_of_spain;sibling;anne_of_austria;322;936;philip_iv_of_spain;sibling;anne_of_austria;219;144;philip_iv_of_spain;sibling;anne_of_austria;2;1
antoinette_of_bourbon;sibling;charles_duke_of_vend_me;303;1115;antoinette_of_bourbon;sibling;charles_duke_of_vend_me;654;335;antoinette_of_bourbon;sibling;charles_duke_of_vend_me;3;3
philip_ii_duke_of_savoy;sibling;bona_of_savoy;726;1248;philip_ii_duke_of_savoy;sibling;bona_of_savoy;2;1;philip_ii_duke_of_savoy;sibling;bona_of_savoy;1;1
clemence_of_austria;sibling;judith_of_habsburg;23;1376;clemence_of_austria;sibling;judith_of_habsburg;1;11;clemence_of_austria;sibling;judith_of_habsburg;2;2
sophia_of_holstei_gottorp;spouse;john_vii_duke_of_mecklenburg_schwerin;1214;7;sophia_of_holstei_gottorp;spouse;john_vii_duke_of_mecklenburg_schwerin;1;1;sophia_of_holstei_gottorp;spouse;john_vii_duke_of_mecklenburg_schwerin;1;1
eleanor_of_aquitaine;spouse;henry_ii_of_england;306;11;eleanor_of_aquitaine;spouse;henry_ii_of_england;3;6;eleanor_of_aquitaine;spouse;henry_ii_of_england;1;1
francesco_i_de_medici_grand_duke_of_tuscany;spouse;joanna_of_austria_grand_duchess_of_tuscany;45;14;francesco_i_de_medici_grand_duke_of_tuscany;spouse;joanna_of_austria_grand_duchess_of_tuscany;2;4;francesco_i_de_medici_grand_duke_of_tuscany;spouse;joanna_of_austria_grand_duchess_of_tuscany;1;1
john_iv_duke_of_brittany;spouse;joan_of_navarre_queen_of_england;26;18;john_iv_duke_of_brittany;spouse;joan_of_navarre_queen_of_england;1;3;john_iv_duke_of_brittany;spouse;joan_of_navarre_queen_of_england;1;1
adelaide_of_leuven;spouse;simon_i_duke_of_lorraine;112;21;adelaide_of_leuven;spouse;simon_i_duke_of_lorraine;4;1;adelaide_of_leuven;spouse;simon_i_duke_of_lorraine;1;1
juana_enr_quez;spouse;john_ii_of_aragon;1656;24;juana_enr_quez;spouse;john_ii_of_aragon;1;2;juana_enr_quez;spouse;john_ii_of_aragon;1;1
madeleine_of_valois;spouse;james_v_of_scotland;908;25;madeleine_of_valois;spouse;james_v_of_scotland;2;1;madeleine_of_valois;spouse;james_v_of_scotland;1;1
frederick_prince_of_wales;spouse;princess_augusta_of_saxe_gotha;3;38;frederick_prince_of_wales;spouse;princess_augusta_of_saxe_gotha;132;141;frederick_prince_of_wales;spouse;princess_augusta_of_saxe_gotha;1;1
ermentrude_de_roucy;spouse;otto_william_count_of_burgundy;830;51;ermentrude_de_roucy;spouse;otto_william_count_of_burgundy;4;2;ermentrude_de_roucy;spouse;otto_william_count_of_burgundy;1;1
claude_fran_oise_de_lorraine;spouse;nicholas_francis_duke_of_lorraine;1265;59;claude_fran_oise_de_lorraine;spouse;nicholas_francis_duke_of_lorraine;2;1;claude_fran_oise_de_lorraine;spouse;nicholas_francis_duke_of_lorraine;1;1
ferdinand_i_of_the_two_sicilies;spouse;maria_carolina_of_austria;868;65;ferdinand_i_of_the_two_sicilies;spouse;maria_carolina_of_austria;14;10;ferdinand_i_of_the_two_sicilies;spouse;maria_carolina_of_austria;1;1
fran_oise_d_aubign__marquise_de_maintenon;spouse;louis_xiv;47;66;fran_oise_d_aubign__marquise_de_maintenon;spouse;louis_xiv;2;2;fran_oise_d_aubign__marquise_de_maintenon;spouse;louis_xiv;1;1
margaret_of_brabant;spouse;henry_vii_holy_roman_emperor;359;69;margaret_of_brabant;spouse;henry_vii_holy_roman_emperor;5;5;margaret_of_brabant;spouse;henry_vii_holy_roman_emperor;1;1
maria_theresa_of_savoy;spouse;charles_x;479;73;maria_theresa_of_savoy;spouse;charles_x;8;6;maria_theresa_of_savoy;spouse;charles_x;1;1
anne_of_brittany;spouse;maximilian_i_holy_roman_emperor;264;80;anne_of_brittany;spouse;maximilian_i_holy_roman_emperor;4;4;anne_of_brittany;spouse;maximilian_i_holy_roman_emperor;1;1
john_ii_duke_of_bourbon;spouse;jeanne_de_bourbon_duchess_of_bourbon;1397;80;john_ii_duke_of_bourbon;spouse;jeanne_de_bourbon_duchess_of_bourbon;1;1;john_ii_duke_of_bourbon;spouse;jeanne_de_bourbon_duchess_of_bourbon;1;1
marie_caroline_of_bourbo_two_sicilies_duchess_of_berry;spouse;charles_ferdinand_duke_of_berry;768;83;marie_caroline_of_bourbo_two_sicilies_duchess_of_berry;spouse;charles_ferdinand_duke_of_berry;5;4;marie_caroline_of_bourbo_two_sicilies_duchess_of_berry;spouse;charles_ferdinand_duke_of_berry;1;1
joan_i_countess_of_auvergne;spouse;john_ii_of_france;1431;105;joan_i_countess_of_auvergne;spouse;john_ii_of_france;6;1;joan_i_countess_of_auvergne;spouse;john_ii_of_france;1;1
bonne_of_luxembourg;spouse;john_ii_of_france;119;106;bonne_of_luxembourg;spouse;john_ii_of_france;5;5;bonne_of_luxembourg;spouse;john_ii_of_france;1;1
christian_iii_count_palatine_of_zweibr_cken;spouse;countess_caroline_of_nassau_saarbr_cken;612;114;christian_iii_count_palatine_of_zweibr_cken;spouse;countess_caroline_of_nassau_saarbr_cken;2;2;christian_iii_count_palatine_of_zweibr_cken;spouse;countess_caroline_of_nassau_saarbr_cken;1;1
henry_ii_of_france;spouse;catherine_de_medici;32;115;henry_ii_of_france;spouse;catherine_de_medici;7;8;henry_ii_of_france;spouse;catherine_de_medici;1;1
odoardo_farnese_hereditary_prince_of_parma;spouse;countess_palatine_dorothea_sophie_of_neuburg;898;117;odoardo_farnese_hereditary_prince_of_parma;spouse;countess_palatine_dorothea_sophie_of_neuburg;2;1;odoardo_farnese_hereditary_prince_of_parma;spouse;countess_palatine_dorothea_sophie_of_neuburg;1;1
henry_i_of_england;spouse;matilda_of_scotland;909;120;henry_i_of_england;spouse;matilda_of_scotland;3;2;henry_i_of_england;spouse;matilda_of_scotland;1;1
princess_augusta_of_saxe_gotha;spouse;frederick_prince_of_wales;17;121;princess_augusta_of_saxe_gotha;spouse;frederick_prince_of_wales;124;124;princess_augusta_of_saxe_gotha;spouse;frederick_prince_of_wales;1;1
elisabeth_of_cleves;spouse;stephen_iii_duke_of_bavaria;1650;125;elisabeth_of_cleves;spouse;stephen_iii_duke_of_bavaria;3;1;elisabeth_of_cleves;spouse;stephen_iii_duke_of_bavaria;1;1
mary_queen_of_scots;spouse;francis_ii_of_france;214;132;mary_queen_of_scots;spouse;francis_ii_of_france;7;3;mary_queen_of_scots;spouse;francis_ii_of_france;1;1
louise_henriette_de_bourbon;spouse;louis_philippe_i_duke_of_orl_ans;1154;143;louise_henriette_de_bourbon;spouse;louis_philippe_i_duke_of_orl_ans;4;2;louise_henriette_de_bourbon;spouse;louis_philippe_i_duke_of_orl_ans;1;1
rupert_king_of_the_romans;spouse;elisabeth_of_nuremberg;826;155;rupert_king_of_the_romans;spouse;elisabeth_of_nuremberg;3;2;rupert_king_of_the_romans;spouse;elisabeth_of_nuremberg;1;1
olga_of_kiev;spouse;igor_of_kiev;200;161;olga_of_kiev;spouse;igor_of_kiev;1;1;olga_of_kiev;spouse;igor_of_kiev;1;1
philip_iii_of_navarre;spouse;joan_ii_of_navarre;1018;165;philip_iii_of_navarre;spouse;joan_ii_of_navarre;10;6;philip_iii_of_navarre;spouse;joan_ii_of_navarre;2;3
dorotea_gonzaga;spouse;galeazzo_maria_sforza;2572;179;dorotea_gonzaga;spouse;galeazzo_maria_sforza;3;1;dorotea_gonzaga;spouse;galeazzo_maria_sforza;1;1
louis_duke_of_savoy;spouse;anne_of_cyprus;9;193;louis_duke_of_savoy;spouse;anne_of_cyprus;7;3;louis_duke_of_savoy;spouse;anne_of_cyprus;1;1
philip_iii_of_france;spouse;marie_of_brabant_queen_of_france;45;207;philip_iii_of_france;spouse;marie_of_brabant_queen_of_france;3;7;philip_iii_of_france;spouse;marie_of_brabant_queen_of_france;1;1
charles_ix_of_france;spouse;elisabeth_of_austria_queen_of_france;129;212;charles_ix_of_france;spouse;elisabeth_of_austria_queen_of_france;3;6;charles_ix_of_france;spouse;elisabeth_of_austria_queen_of_france;1;1
vladislaus_ii_of_hungary;spouse;anne_of_foix_candale;111;217;vladislaus_ii_of_hungary;spouse;anne_of_foix_candale;1;2;vladislaus_ii_of_hungary;spouse;anne_of_foix_candale;1;1
charles_v_duke_of_lorraine;spouse;eleonore_of_austria_queen_of_poland;365;222;charles_v_duke_of_lorraine;spouse;eleonore_of_austria_queen_of_poland;1550;1354;charles_v_duke_of_lorraine;spouse;eleonore_of_austria_queen_of_poland;1;2
louis_ii_of_anjou;spouse;violant_of_bar;130;224;louis_ii_of_anjou;spouse;violant_of_bar;3;3;louis_ii_of_anjou;spouse;violant_of_bar;1;1
elisabeth_of_carinthia_queen_of_the_romans;spouse;albert_i_of_germany;716;227;elisabeth_of_carinthia_queen_of_the_romans;spouse;albert_i_of_germany;3;2;elisabeth_of_carinthia_queen_of_the_romans;spouse;albert_i_of_germany;1;1
fran_oise_ath_na_s_de_rochechouart_marquise_de_montespan;spouse;louis_xiv;436;232;fran_oise_ath_na_s_de_rochechouart_marquise_de_montespan;spouse;louis_xiv;253;1213;fran_oise_ath_na_s_de_rochechouart_marquise_de_montespan;spouse;louis_xiv;3;2
malusha;spouse;sviatoslav_i;1707;234;malusha;spouse;sviatoslav_i;4;4;malusha;spouse;sviatoslav_i;2;3
_thelwulf_king_of_wessex;spouse;judith_of_flanders;209;246;_thelwulf_king_of_wessex;spouse;judith_of_flanders;1;1;_thelwulf_king_of_wessex;spouse;judith_of_flanders;1;1
james_i_of_scotland;spouse;joan_beaufort_queen_of_scots;42;256;james_i_of_scotland;spouse;joan_beaufort_queen_of_scots;4;5;james_i_of_scotland;spouse;joan_beaufort_queen_of_scots;1;1
richilde_countess_of_hainaut;spouse;baldwin_vi_count_of_flanders;915;266;richilde_countess_of_hainaut;spouse;baldwin_vi_count_of_flanders;2;2;richilde_countess_of_hainaut;spouse;baldwin_vi_count_of_flanders;1;1
margaret_of_valois;spouse;henry_iv_of_france;789;272;margaret_of_valois;spouse;henry_iv_of_france;8;6;margaret_of_valois;spouse;henry_iv_of_france;1;1
ferdinand_ii_of_aragon;spouse;isabella_i_of_castile;68;297;ferdinand_ii_of_aragon;spouse;isabella_i_of_castile;2;2;ferdinand_ii_of_aragon;spouse;isabella_i_of_castile;1;1
margaret_of_denmark_queen_of_scotland;spouse;james_iii_of_scotland;281;301;margaret_of_denmark_queen_of_scotland;spouse;james_iii_of_scotland;4;2;margaret_of_denmark_queen_of_scotland;spouse;james_iii_of_scotland;1;1
marie_of_brittany_countess_of_saint_pol;spouse;guy_iv_count_of_saint_pol;975;316;marie_of_brittany_countess_of_saint_pol;spouse;guy_iv_count_of_saint_pol;2;6;marie_of_brittany_countess_of_saint_pol;spouse;guy_iv_count_of_saint_pol;1;1
emma_of_italy;spouse;lothair_of_france;155;319;emma_of_italy;spouse;lothair_of_france;4;4;emma_of_italy;spouse;lothair_of_france;1;1
janus_of_cyprus;spouse;charlotte_of_bourbon_queen_of_cyprus;558;323;janus_of_cyprus;spouse;charlotte_of_bourbon_queen_of_cyprus;2;2;janus_of_cyprus;spouse;charlotte_of_bourbon_queen_of_cyprus;1;1
carlo_buonaparte;spouse;letizia_bonaparte;488;324;carlo_buonaparte;spouse;letizia_bonaparte;23;11;carlo_buonaparte;spouse;letizia_bonaparte;1;1
margaret_tudor;spouse;james_iv_of_scotland;669;324;margaret_tudor;spouse;james_iv_of_scotland;4;3;margaret_tudor;spouse;james_iv_of_scotland;1;1
marie_de_medici;spouse;henry_iv_of_france;38;338;marie_de_medici;spouse;henry_iv_of_france;7;6;marie_de_medici;spouse;henry_iv_of_france;1;1
wenceslaus_ii_of_bohemia;spouse;judith_of_habsburg;918;342;wenceslaus_ii_of_bohemia;spouse;judith_of_habsburg;4;2;wenceslaus_ii_of_bohemia;spouse;judith_of_habsburg;1;1
agnes_of_the_palatinate;spouse;otto_ii_duke_of_bavaria;1585;343;agnes_of_the_palatinate;spouse;otto_ii_duke_of_bavaria;3;2;agnes_of_the_palatinate;spouse;otto_ii_duke_of_bavaria;1;1
john_the_fearless;spouse;margaret_of_bavaria;522;348;john_the_fearless;spouse;margaret_of_bavaria;3;5;john_the_fearless;spouse;margaret_of_bavaria;1;1
